0, Loading 新武勋大段：0,  小段：0,  玩家：1
0, Loading 新武勋大段：1,  小段：5,  玩家：2
0, Loading 新武勋大段：0,  小段：0,  玩家：3
0, Loading 新武勋大段：1,  小段：5,  玩家：4
0, Loading 新武勋大段：1,  小段：5,  玩家：5
0, Loading 新武勋大段：1,  小段：5,  玩家：6
0, Loading 新武勋大段：1,  小段：5,  玩家：7
0, Loading 新武勋大段：1,  小段：5,  玩家：8
0, Loading 新武勋大段：1,  小段：5,  玩家：9
0, Loading 新武勋大段：1,  小段：5,  玩家：10
0, Loading 新武勋大段：1,  小段：5,  玩家：11
0, Loading 新武勋大段：0,  小段：0,  玩家：12
0, Loading 新武勋大段：1,  小段：5,  玩家：13
0, Loading 新武勋大段：1,  小段：5,  玩家：14
0, Loading 新武勋大段：1,  小段：5,  玩家：15
0, Loading 新武勋大段：1,  小段：5,  玩家：16
0, Loading 新武勋大段：1,  小段：5,  玩家：17
0, Loading 新武勋大段：1,  小段：5,  玩家：18
0, Loading 新武勋大段：1,  小段：5,  玩家：19
0, Loading 新武勋大段：1,  小段：5,  玩家：20
937, CheckSpeItemWorkEvent 1 Item_id =6
1005, CheckSpeItemWorkEvent 1 Item_id =6
1053, CheckSpeItemWorkEvent 1 Item_id =24
1201, CheckSpeItemWorkEvent 1 Item_id =6
1265, CheckSpeItemWorkEvent 1 Item_id =25
1293, CheckSpeItemWorkEvent 1 Item_id =6
1357, CheckSpeItemWorkEvent 1 Item_id =24
1529, CheckSpeItemWorkEvent 1 Item_id =6
1561, CheckSpeItemWorkEvent 1 Item_id =24
1657, CheckSpeItemWorkEvent 1 Item_id =6
1701, CheckSpeItemWorkEvent 1 Item_id =376
1709, CheckSpeItemWorkEvent 1 Item_id =25
1885, CheckSpeItemWorkEvent 1 Item_id =108
2173, CheckSpeItemWorkEvent 1 Item_id =6
2225, CheckSpeItemWorkEvent 1 Item_id =6
2225, CheckSpeItemWorkEvent 1 Item_id =6
2265, CheckSpeItemWorkEvent 1 Item_id =24
2285, CheckSpeItemWorkEvent 1 Item_id =24
2305, CheckSpeItemWorkEvent 1 Item_id =24
2473, CheckSpeItemWorkEvent 1 Item_id =24
2477, CheckSpeItemWorkEvent 1 Item_id =6
2501, CheckSpeItemWorkEvent 1 Item_id =25
2565, CheckSpeItemWorkEvent 1 Item_id =25
2573, CheckSpeItemWorkEvent 1 Item_id =6
2605, CheckSpeItemWorkEvent 1 Item_id =24
2609, CheckSpeItemWorkEvent 1 Item_id =6
2609, CheckSpeItemWorkEvent 1 Item_id =24
2625, CheckSpeItemWorkEvent 1 Item_id =24
2641, CheckSpeItemWorkEvent 1 Item_id =24
2649, CheckSpeItemWorkEvent 1 Item_id =25
2921, CheckSpeItemWorkEvent 1 Item_id =24
2953, CheckSpeItemWorkEvent 1 Item_id =25
2957, CheckSpeItemWorkEvent 1 Item_id =25
3061, CheckSpeItemWorkEvent 1 Item_id =6
3109, CheckSpeItemWorkEvent 1 Item_id =25
3149, CheckSpeItemWorkEvent 1 Item_id =25
3165, CheckSpeItemWorkEvent 1 Item_id =25
3257, CheckSpeItemWorkEvent 1 Item_id =376
3285, CheckSpeItemWorkEvent 1 Item_id =380
3305, CheckSpeItemWorkEvent 1 Item_id =380
3349, CheckSpeItemWorkEvent 1 Item_id =376
3401, CheckSpeItemWorkEvent 1 Item_id =6
3417, CheckSpeItemWorkEvent 1 Item_id =24
3457, CheckSpeItemWorkEvent 1 Item_id =25
3757, CheckSpeItemWorkEvent 1 Item_id =6
3797, CheckSpeItemWorkEvent 1 Item_id =25
3897, CheckSpeItemWorkEvent 1 Item_id =25
3945, CheckSpeItemWorkEvent 1 Item_id =24
3985, CheckSpeItemWorkEvent 1 Item_id =25
4137, CheckSpeItemWorkEvent 1 Item_id =24
5357, CheckSpeItemWorkEvent 1 Item_id =6
5381, CheckSpeItemWorkEvent 1 Item_id =25
5409, CheckSpeItemWorkEvent 1 Item_id =25
5437, CheckSpeItemWorkEvent 1 Item_id =25
5461, CheckSpeItemWorkEvent 1 Item_id =25
5481, CheckSpeItemWorkEvent 1 Item_id =25
5497, CheckSpeItemWorkEvent 1 Item_id =25
5609, CheckSpeItemWorkEvent 1 Item_id =6
5857, CheckSpeItemWorkEvent 1 Item_id =380
5889, CheckSpeItemWorkEvent 1 Item_id =376
5921, CheckSpeItemWorkEvent 1 Item_id =380
5969, CheckSpeItemWorkEvent 1 Item_id =380
6025, CheckSpeItemWorkEvent 1 Item_id =376
6073, CheckSpeItemWorkEvent 1 Item_id =380
